thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,sub,age,gender,handedness,
,,0,Training - easy,0,nan,[],0,270,down,0.8,0,30,Man,Right,
,,0,Training - easy,1,0.5535818999633193,down,1,270,down,0.8,0,30,Man,Right,
,,0,Training - easy,2,0.41830920008942485,up,0,270,down,0.8,0,30,Man,Right,
,,0,Training - easy,3,0.434655399993062,down,0,90,up,0.8,0,30,Man,Right,
,,0,Training - easy,4,0.6010708000976592,down,0,90,up,0.8,0,30,Man,Right,
