thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,sub,age,gender,handedness,
,,0,Training - easy,0,0.6128320000134408,down,1,270,down,0.8,0,30,Man,Right,
