thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,scale,SR_conf,RTrating,interval,interTrial.interval,sub,age,gender,handedness,
,,0,Training - easy,0,1.5095022001769394,down,1,270,down,0.8,,,,,,0,30,Man,Right,
,,0,Training - easy,1,0.5199937999714166,down,1,270,down,0.8,,,,,,0,30,Man,Right,
,,0,Training - easy,2,0.36761260009370744,up,1,90,up,0.8,,,,,,0,30,Man,Right,
,,0,Training - easy,3,0.35709109995514154,down,1,270,down,0.8,,,,,,0,30,Man,Right,
,,0,Training - easy,4,0.38592209992930293,up,1,90,up,0.8,,,,,,0,30,Man,Right,
,,0,Training - hard,0,0.6410423000343144,down,1,270,down,0.4,,,,,,0,30,Man,Right,
,,0,Training - hard,1,0.48514049989171326,down,1,270,down,0.4,,,,,,0,30,Man,Right,
,,0,Training - hard,2,0.4863332000095397,up,1,90,up,0.4,,,,,,0,30,Man,Right,
,,0,Training - hard,3,0.38414739980362356,down,1,270,down,0.4,,,,,,0,30,Man,Right,
,,0,Training - hard,4,0.7030756000895053,up,1,90,up,0.4,,,,,,0,30,Man,Right,
,,1,Training - scales,0,0.4381004001479596,up,1,90,up,0.1,control,0.5,0.6344331000000238,,,0,30,Man,Right,
,,1,Training - scales,1,0.733900299994275,down,1,270,down,0.4,control,0.78,0.7011669999919832,,,0,30,Man,Right,
,,1,Training - scales,2,0.6840983999427408,down,1,270,down,1.0,conf,0.5,0.7677901999559253,,,0,30,Man,Right,
,,1,Training - scales,3,0.7692856998182833,up,1,90,up,0.7,conf,0.5,0.4174637000542134,,,0,30,Man,Right,
,,2,Main,0,0.6108768999110907,down,1,270,down,0.5353061224489796,,0.5,0.5369683001190424,2.8582113082510405,3.673797349800985,0,30,Man,Right,
,,2,Main,1,0.5302305999211967,down,1,270,down,0.45448979591836736,,0.5,0.36450250004418194,3.550978226594675,3.7498854872760674,0,30,Man,Right,
,,2,Main,2,0.507836600067094,down,0,90,up,0.39387755102040817,,0.5,0.47444659983739257,1.9352036931375993,2.877607627495693,0,30,Man,Right,
,,2,Main,3,0.6462852999102324,up,1,90,up,0.6161224489795918,,0.5,0.5213707000948489,3.0099615629534977,3.758322345972816,0,30,Man,Right,
,,2,Main,4,0.5350699000991881,down,1,270,down,0.5757142857142857,,0.5,0.6090664002113044,3.9788084517795577,1.9215781469282784,0,30,Man,Right,
,,2,Main,5,0.7176443999633193,up,1,90,up,0.5555102040816327,,0.5,0.4802240999415517,1.5712627592079986,2.274793982926568,0,30,Man,Right,
,,2,Main,6,0.6132443000096828,down,1,270,down,0.49489795918367346,,0.5,0.6155222000088543,3.7169834658265697,1.7605785500056288,0,30,Man,Right,
,,2,Main,7,0.595760399941355,down,1,270,down,0.45448979591836736,,0.5,0.5537898999173194,4.844661870147869,2.284923462740949,0,30,Man,Right,
,,2,Main,8,0.90289600007236,up,1,90,up,0.35346938775510206,,0.5,0.48031449993140996,4.52484849647675,3.6763244142384393,0,30,Man,Right,
,,2,Main,9,0.5635160999372602,up,1,90,up,0.3130612244897959,,0.5,0.5415592000354081,3.723636600039234,1.23943145200177,0,30,Man,Right,
,,3,Main,0,0.7883119999896735,down,1,270,down,0.3130612244897959,,0.36,1.0407983001787215,3.114821207817259,2.648961917088341,0,30,Man,Right,
,,3,Main,1,0.5917364000342786,up,1,90,up,0.35346938775510206,,0.5,0.638495699968189,1.6368823735817288,2.3562628479504277,0,30,Man,Right,
,,3,Main,2,0.4953403000254184,up,1,90,up,0.23224489795918368,,0.5,0.9785364998970181,4.988358704872052,3.3916785939379834,0,30,Man,Right,
,,3,Main,3,1.4308142000809312,down,1,270,down,0.2524489795918367,,0.5,0.48862709989771247,4.227844393121991,2.2424302904581674,0,30,Man,Right,
,,3,Main,4,0.3986643000971526,up,1,90,up,0.2524489795918367,,0.5,0.8918236999306828,3.1748508017495225,2.808820764566076,0,30,Man,Right,
,,3,Main,5,1.1794189000502229,up,1,90,up,0.19183673469387755,,0.5,0.5516895998734981,4.897551994789227,3.5754552924359286,0,30,Man,Right,
,,3,Main,6,0.6995343000162393,up,0,270,down,0.23224489795918368,,0.5,0.521471600048244,4.146857747932559,1.9846511744108577,0,30,Man,Right,
,,3,Main,7,0.6995343000162393,[],0,270,down,0.3130612244897959,,None,None,None,2.1202954413223813,0,30,Man,Right,
,,3,Main,8,0.6995343000162393,[],0,90,up,0.3130612244897959,,None,None,None,2.343695462379383,0,30,Man,Right,
,,3,Main,9,0.6995343000162393,[],0,270,down,0.4342857142857143,,None,None,None,1.993286673204513,0,30,Man,Right,
,,4,Main,0,0.6995343000162393,[],0,270,down,0.6363265306122449,,None,None,None,3.4991530267547124,0,30,Man,Right,
,,4,Main,1,0.527431100141257,up,1,90,up,0.7575510204081632,,0.5,1.0497265998274088,1.6787540915774732,1.8132507173361236,0,30,Man,Right,
